@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric
@attribute outputs-10 numeric
@attribute outputs-11 numeric
@attribute outputs-12 numeric
@attribute outputs-13 numeric
@attribute outputs-14 numeric
@attribute outputs-15 numeric
@attribute outputs-16 numeric
@attribute outputs-17 numeric
@attribute outputs-18 numeric
@attribute outputs-19 numeric
@attribute outputs-20 numeric

@data
8966,'2019/07/08 18:20:45:571',25,311.49585,228.926056,56.213432,296.147278,254.041519,74.404884,250.655518,296.809113,77.445663,227.690048,320.111328,74.976044,216.253922,356.190186,66.897461,?,?,?,?,?,0.35,?,?,?,?,?,?,?,?,?,?,?,?,?,?
8967,'2019/07/08 18:20:45:632',25,311.542938,229.275879,56.239029,295.570313,254.254883,74.412331,250.141098,297.254272,77.443237,227.703415,320.575836,74.977272,216.814178,356.71051,66.898048,?,?,?,?,?,0.35,?,?,?,?,?,?,?,?,?,?,?,?,?,?
8968,'2019/07/08 18:20:45:698',25,311.446838,229.008789,56.119049,294.943481,254.334351,74.391113,249.499008,297.630981,77.420502,227.732758,320.865845,74.970718,217.250488,357.093994,66.90036,?,?,?,?,?,0.35,?,?,?,?,?,?,?,?,?,?,?,?,?,?
8969,'2019/07/08 18:20:45:766',25,311.394836,229.205566,56.080528,294.179199,254.580933,74.369095,248.968933,298.002014,77.387741,227.576111,321.184265,74.945953,217.297409,357.50354,66.86718,?,?,?,?,?,0.35,?,?,?,?,?,?,?,?,?,?,?,?,?,?
8970,'2019/07/08 18:20:45:820',25,311.640198,230.278259,56.196804,293.446167,255.161697,74.361099,248.43782,298.744263,77.36171,227.229843,321.948547,74.916527,217.261536,358.134644,66.83947,?,?,?,?,?,0.36,?,?,?,?,?,?,?,?,?,?,?,?,?,?
8971,'2019/07/08 18:20:45:898',25,311.025299,231.895844,56.34079,292.27533,256.767517,74.441803,247.002777,300.285461,77.400467,226.432602,323.874146,74.933807,216.904037,359.857971,66.825836,?,?,?,?,?,0.37,?,?,?,?,?,?,?,?,?,?,?,?,?,?
8972,'2019/07/08 18:20:45:962',25,310.406525,233.248566,56.449238,291.011627,258.950348,74.59137,245.759079,302.551025,77.4832,225.513031,326.287903,74.984917,216.414902,362.028809,66.838264,?,?,?,?,?,0.38,?,?,?,?,?,?,?,?,?,?,?,?,?,?
8973,'2019/07/08 18:20:46:017',25,309.893616,234.701324,56.661388,289.746094,260.978424,74.780258,244.509644,304.625366,77.587326,224.830627,328.644257,75.041611,216.241653,364.077728,66.838783,?,?,?,?,?,0.38,?,?,?,?,?,?,?,?,?,?,?,?,?,?
8974,'2019/07/08 18:20:46:066',25,309.834137,235.638855,56.785015,289.469543,262.248718,74.871277,244.200256,305.896637,77.637436,224.973068,330.120941,75.065971,216.480469,365.399414,66.814453,?,?,?,?,?,0.38,?,?,?,?,?,?,?,?,?,?,?,?,?,?
8975,'2019/07/08 18:20:46:120',25,310.146393,236.370026,56.835281,289.709778,263.125458,74.885803,244.406067,306.807556,77.624611,225.520248,331.127502,75.037994,217.077911,366.314178,66.754631,?,?,?,?,?,0.39,?,?,?,?,?,?,?,?,?,?,?,?,?,?
8976,'2019/07/08 18:20:46:169',25,310.71109,237.466522,56.913982,290.072449,264.061218,74.844925,244.894852,307.79248,77.555855,226.442032,332.241028,74.953247,218.109512,367.328217,66.637825,?,?,?,?,?,0.39,?,?,?,?,?,?,?,?,?,?,?,?,?,?
8977,'2019/07/08 18:20:46:235',25,311.25708,238.428345,56.802437,290.535706,265.112915,74.693054,245.005936,308.187927,77.401985,228.112961,333.437622,74.799446,219.701553,368.393066,66.475677,?,?,?,?,?,0.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?
8978,'2019/07/08 18:20:46:300',25,311.698883,239.255493,56.754929,290.41687,265.891479,74.587845,245.42955,308.775513,77.284698,228.696243,334.272034,74.675285,220.408188,368.942963,66.379128,?,?,?,?,?,0.41,?,?,?,?,?,?,?,?,?,?,?,?,?,?
8979,'2019/07/08 18:20:46:352',25,311.954956,239.875305,56.7822,290.258698,266.276855,74.546272,245.244659,309.208496,77.229591,228.912598,334.726929,74.627151,220.739426,369.221497,66.35083,?,?,?,?,?,0.42,?,?,?,?,?,?,?,?,?,?,?,?,?,?
8980,'2019/07/08 18:20:46:400',25,312.017883,240.116882,56.780663,290.102722,266.495972,74.528793,245.166382,309.450531,77.205528,229.040619,334.986572,74.606804,220.953094,369.39032,66.340324,?,?,?,?,?,0.43,?,?,?,?,?,?,?,?,?,?,?,?,?,?
8981,'2019/07/08 18:20:46:484',25,311.959229,240.011383,56.748745,288.669312,266.876282,74.543915,243.624252,309.712585,77.187424,228.357086,335.219971,74.615952,220.975037,369.537476,66.379753,?,?,?,?,?,0.43,?,?,?,?,?,?,?,?,?,?,?,?,?,?
8982,'2019/07/08 18:20:46:552',25,311.921814,239.326965,56.692905,287.173553,266.370239,74.523666,241.807495,308.914154,77.170563,227.414902,334.362244,74.654823,220.553436,368.816162,66.479652,?,?,?,?,?,0.43,?,?,?,?,?,?,?,?,?,?,?,?,?,?
8983,'2019/07/08 18:20:46:615',25,311.780579,238.393311,56.602982,286.974213,265.436554,74.441818,240.941818,307.543732,77.111427,227.654556,333.119965,74.65345,220.559235,367.565857,66.5476,?,?,?,?,?,0.43,?,?,?,?,?,?,?,?,?,?,?,?,?,?
8984,'2019/07/08 18:20:46:682',25,311.775604,237.004456,56.493118,286.760315,263.854675,74.304779,239.845184,305.031616,77.011162,228.799713,331.468384,74.613007,221.020966,365.70343,66.586334,?,?,?,?,?,0.44,?,?,?,?,?,?,?,?,?,?,?,?,?,?
8985,'2019/07/08 18:20:46:735',25,311.231415,233.49646,56.12516,286.519196,260.276672,73.938484,240.520477,301.177643,76.741608,230.783417,328.192596,74.387543,222.439163,362.342163,66.423706,?,?,?,?,?,0.46,?,?,?,?,?,?,?,?,?,?,?,?,?,?
8986,'2019/07/08 18:20:46:803',25,311.068878,231.473511,55.972874,286.446045,258.062958,73.755058,241.667908,299.567047,76.61731,230.667877,325.640625,74.278069,223.138626,360.229065,66.353134,?,?,?,?,?,0.47,?,?,?,?,?,?,?,?,?,?,?,?,?,?
8987,'2019/07/08 18:20:46:853',25,310.321136,228.766266,55.781292,285.724304,254.694687,73.552101,242.340027,296.791046,76.539146,231.045578,322.262329,74.260208,223.880432,357.354187,66.41787,?,?,?,?,?,0.47,?,?,?,?,?,?,?,?,?,?,?,?,?,?
8988,'2019/07/08 18:20:46:905',25,309.438721,226.658966,55.552494,285.22345,252.406357,73.370224,242.25238,294.629639,76.440346,232.11882,320.500305,74.206314,224.457779,355.466675,66.416893,?,?,?,?,?,0.47,?,?,?,?,?,?,?,?,?,?,?,?,?,?
8989,'2019/07/08 18:20:46:965',25,308.422241,223.896027,55.301361,285.160034,249.529892,73.114189,242.9841,291.949432,76.238739,233.968445,318.026276,74.040062,226.311569,352.855591,66.305405,?,?,?,?,?,0.47,?,?,?,?,?,?,?,?,?,?,?,?,?,?
8990,'2019/07/08 18:20:47:016',25,308.06424,222.482758,55.136429,285.42157,248.059662,72.936325,243.258057,290.341736,76.075066,234.819077,316.642975,73.892708,226.598602,351.122833,66.209702,?,?,?,?,?,0.47,?,?,?,?,?,?,?,?,?,?,?,?,?,?
8991,'2019/07/08 18:20:47:082',25,307.873138,221.638702,55.112823,285.337311,247.216873,72.914841,242.815231,289.236145,76.055962,235.054825,315.876587,73.888901,226.459503,350.100037,66.240219,?,?,?,?,?,0.49,?,?,?,?,?,?,?,?,?,?,?,?,?,?
8992,'2019/07/08 18:20:47:155',25,306.884613,220.26001,55.005249,284.339844,245.820847,72.864609,241.847305,287.701294,76.050171,234.722244,314.724457,73.914627,225.892624,348.789612,66.318626,?,?,?,?,?,0.51,?,?,?,?,?,?,?,?,?,?,?,?,?,?
8993,'2019/07/08 18:20:47:230',25,306.107483,219.233215,54.962479,283.450348,244.802536,72.827103,241.49173,286.828339,76.03212,234.247482,313.711792,73.902657,225.616882,347.704468,66.342522,?,?,?,?,?,0.51,?,?,?,?,?,?,?,?,?,?,?,?,?,?
8994,'2019/07/08 18:20:47:282',25,305.09491,218.64212,54.988594,282.625336,244.209351,72.789024,241.149155,286.298492,75.975769,233.758713,313.025848,73.833122,225.316299,346.80896,66.293228,?,?,?,?,?,0.51,?,?,?,?,?,?,?,?,?,?,?,?,?,?
8995,'2019/07/08 18:20:47:350',25,304.083374,218.689453,55.097919,281.358093,244.477356,72.859833,240.174683,286.472931,76.001678,232.561798,312.971252,73.847351,224.71582,346.830078,66.300049,?,?,?,?,?,0.51,?,?,?,?,?,?,?,?,?,?,?,?,?,?
8996,'2019/07/08 18:20:47:435',25,301.58728,220.599976,55.661774,278.102478,247.220184,73.364136,236.794327,289.149353,76.364235,229.301193,315.499054,74.152557,222.003647,349.142365,66.533218,?,?,?,?,?,0.53,?,?,?,?,?,?,?,?,?,?,?,?,?,?
8997,'2019/07/08 18:20:47:550',25,297.926025,224.566711,56.283943,273.075012,251.490814,73.771362,232.220123,293.806519,76.603714,225.564468,320.221283,74.306915,219.362274,353.513092,66.574554,?,?,?,?,?,0.54,?,?,?,?,?,?,?,?,?,?,?,?,?,?
8998,'2019/07/08 18:20:47:618',25,294.444153,227.336426,56.805267,269.35144,255.106339,74.257294,229.253983,297.849792,76.971886,223.15506,324.120911,74.620049,218.343536,357.356079,66.802292,?,?,?,?,?,0.54,?,?,?,?,?,?,?,?,?,?,?,?,?,?
8999,'2019/07/08 18:20:47:667',25,291.772949,230.337372,57.117447,266.794678,259.424438,74.61512,227.338608,302.7052,77.206291,221.566757,328.646545,74.800545,217.991348,361.878632,66.877716,?,?,?,?,?,0.55,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9000,'2019/07/08 18:20:47:734',25,289.465363,234.090332,57.459705,264.891785,264.421844,74.932693,226.276413,308.351868,77.388054,220.537521,333.946045,74.898285,217.603073,367.022522,66.826279,?,?,?,?,?,0.59,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9001,'2019/07/08 18:20:47:815',25,285.711975,238.440521,57.850693,261.565002,270.257416,75.373344,223.376053,314.592987,77.704697,217.717041,339.922577,75.149254,215.897186,373.061584,66.930656,?,?,?,?,?,0.59,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9002,'2019/07/08 18:20:47:868',25,284.763702,239.911224,58.05204,260.277649,272.11203,75.529434,222.099121,316.454712,77.798676,216.564789,341.754395,75.212776,215.091843,374.872253,66.930801,?,?,?,?,?,0.59,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9003,'2019/07/08 18:20:47:935',25,286.533386,243.993652,58.65752,258.714783,274.027374,75.638084,220.787643,318.502014,77.850479,215.447693,343.759033,75.235619,214.576019,376.973541,66.873848,?,?,?,?,?,0.59,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9004,'2019/07/08 18:20:47:983',25,286.020721,245.347534,58.816093,258.051178,275.092346,75.687653,220.437714,319.836121,77.866707,215.336899,345.193542,75.21904,214.585678,378.374573,66.788193,?,?,?,?,?,0.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9005,'2019/07/08 18:20:48:053',25,286.834808,246.839584,59.007278,257.783813,275.927429,75.722687,220.304596,320.836487,77.870102,215.273438,346.282074,75.19297,214.84407,379.459229,66.70668,?,?,?,?,?,0.66,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9006,'2019/07/08 18:20:48:116',25,287.363312,248.594406,59.092087,257.572754,276.996277,75.660416,220.637848,322.20752,77.786446,215.835754,347.729614,75.08168,215.726974,380.754639,66.572525,?,?,?,?,?,0.67,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9007,'2019/07/08 18:20:48:184',25,287.449158,250.770401,59.252182,257.31189,278.823059,75.693855,220.422119,324.153168,77.761169,215.539978,349.593079,75.02301,215.849411,382.574615,66.465195,?,?,?,?,?,0.67,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9008,'2019/07/08 18:20:48:247',25,287.035675,251.77948,59.363029,257.054291,279.898682,75.768982,219.889053,325.181885,77.799751,215.069412,350.676575,75.041519,215.398285,383.569153,66.458138,?,?,?,?,?,0.67,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9009,'2019/07/08 18:20:48:349',25,286.14624,251.784546,59.447739,256.693054,280.472534,75.878281,219.34256,325.817169,77.887207,214.447678,351.199768,75.120461,214.660995,384.17041,66.499474,?,?,?,?,?,0.72,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9010,'2019/07/08 18:20:48:417',25,284.57193,248.457764,59.192493,258.85022,278.307312,75.845543,221.241592,323.336975,77.919075,215.60939,348.459656,75.187187,215.950241,382.022675,66.554688,?,?,?,?,?,0.72,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9011,'2019/07/08 18:20:48:474',25,286.038727,244.659454,58.836899,262.452637,275.14682,75.721245,224.556351,319.77417,77.911469,218.53627,345.224487,75.206429,217.260971,378.881165,66.609985,?,?,?,?,?,0.72,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9012,'2019/07/08 18:20:48:549',25,288.492126,238.422546,58.164787,267.014221,269.484894,75.361572,228.919601,313.288086,77.732346,222.867523,339.282166,75.104851,220.718689,373.389404,66.61528,?,?,?,?,?,0.72,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9013,'2019/07/08 18:20:48:602',25,290.231903,234.872437,57.826183,269.013794,265.499817,75.084068,230.765366,308.714539,77.566345,226.051743,335.677002,74.990448,222.882004,369.490662,66.630714,?,?,?,?,?,0.74,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9014,'2019/07/08 18:20:48:668',25,291.441681,231.040222,57.499458,269.525452,260.726196,74.775604,231.851059,304.198578,77.399979,227.724716,331.660034,74.875114,224.070496,365.424103,66.610466,?,?,?,?,?,0.77,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9015,'2019/07/08 18:20:48:737',25,291.830811,227.880219,56.961716,270.02948,256.583344,74.237968,232.700943,300.237823,77.005844,229.373917,328.240723,74.529282,224.936951,361.822113,66.374184,?,?,?,?,?,0.77,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9016,'2019/07/08 18:20:48:788',25,291.642029,226.052063,56.517467,270.574677,254.411255,73.837616,232.899017,298.05304,76.683418,229.410614,326.172852,74.241669,224.598846,359.538391,66.191139,?,?,?,?,?,0.77,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9017,'2019/07/08 18:20:48:873',25,291.522766,224.616943,56.102417,271.345825,252.527878,73.481827,233.78624,296.094055,76.432411,230.272125,324.316284,74.047668,225.396576,357.668701,66.111618,?,?,?,?,?,0.78,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9018,'2019/07/08 18:20:48:949',25,290.778137,223.658081,55.858589,271.605713,251.596802,73.274704,234.450363,295.043152,76.261078,230.980545,323.209412,73.90374,226.206161,356.611176,66.017349,?,?,?,?,?,0.79,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9019,'2019/07/08 18:20:49:024',25,290.09314,222.747864,55.632149,271.562622,251.703461,73.204971,234.538055,294.767181,76.168625,231.130386,322.945923,73.81324,226.383667,356.188782,65.95694,?,?,?,?,?,0.79,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9020,'2019/07/08 18:20:49:098',25,289.672028,223.272064,55.724674,270.84491,253.673706,73.382179,234.213623,295.876953,76.232086,231.108826,324.030029,73.85379,226.683472,357.088501,65.982956,?,?,?,?,?,0.79,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9021,'2019/07/08 18:20:49:150',25,288.837799,225.416351,56.164764,270.337646,257.481689,73.884354,234.560364,299.453247,76.599548,232.238739,327.62384,74.157532,228.202728,360.19046,66.235565,?,?,?,?,?,0.79,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9022,'2019/07/08 18:20:49:216',25,286.922333,230.708069,56.674747,270.523682,264.517334,74.505569,237.039536,306.940002,77.130203,236.389404,335.190796,74.622154,234.164001,367.515625,66.620178,?,?,?,?,?,0.81,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9023,'2019/07/08 18:20:49:284',25,286.256989,235.13443,57.226746,268.802917,270.608124,75.109123,235.543655,313.449738,77.564293,234.474625,341.364868,74.957909,233.21051,373.686951,66.771011,?,?,?,?,?,0.81,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9024,'2019/07/08 18:20:49:350',25,296.407684,237.477631,57.405476,267.632721,273.085083,75.253754,235.048691,316.431335,77.648727,234.040695,344.14151,74.991943,233.553192,376.517609,66.701683,?,?,?,?,?,0.81,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9025,'2019/07/08 18:20:49:402',25,295.589569,237.834198,57.335464,267.178833,274.757385,75.360481,234.979965,318.49176,77.707108,233.590714,345.981567,75.015587,233.808502,378.436462,66.655663,?,?,?,?,?,0.81,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9026,'2019/07/08 18:20:49:453',25,293.041321,238.397797,57.362362,266.943726,275.981506,75.424957,234.882034,319.942444,77.734627,233.462875,347.24353,75.029434,234.00885,379.706116,66.644051,?,?,?,?,?,0.82,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9027,'2019/07/08 18:20:49:521',25,297.660675,240.744995,57.699787,266.685059,276.836212,75.445999,234.558975,320.89856,77.737579,233.03952,348.091309,75.027695,233.915634,380.646362,66.623985,?,?,?,?,?,0.88,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9028,'2019/07/08 18:20:49:588',25,297.872253,240.97818,57.692673,266.702087,277.260315,75.450981,234.719177,321.434357,77.728973,233.032013,348.499329,75.008545,233.951828,381.098389,66.578506,?,?,?,?,?,0.9,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9029,'2019/07/08 18:20:49:636',25,294.097229,241.756012,57.703777,268.022125,280.602112,75.609344,235.543457,324.033844,77.741745,233.225342,350.800171,74.96228,234.190308,383.277039,66.435303,?,?,?,?,?,0.9,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9030,'2019/07/08 18:20:49:701',25,291.233978,242.537292,57.715675,268.211029,282.434723,75.656738,235.008804,325.46167,77.70372,232.78006,352.160339,74.898438,233.739365,384.514648,66.33596,?,?,?,?,?,0.9,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9031,'2019/07/08 18:20:49:768',25,289.342285,243.213165,57.73077,268.2276,283.566132,75.659012,234.489319,326.43396,77.654625,232.228409,352.9953,74.836639,232.911194,385.329498,66.240105,?,?,?,?,?,0.9,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9032,'2019/07/08 18:20:49:833',25,288.107574,242.978088,57.671764,268.290161,283.723755,75.671906,234.34201,326.417877,77.664886,231.848785,352.631683,74.87468,232.940964,385.157654,66.301666,?,?,?,?,?,0.9,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9033,'2019/07/08 18:20:49:887',25,288.108246,242.121735,57.564625,269.166565,282.676208,75.601608,235.216278,325.273926,77.648048,231.7612,351.037354,74.903801,233.049271,383.98938,66.366196,?,?,?,?,?,0.9,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9034,'2019/07/08 18:20:49:937',25,295.847351,240.49173,57.548759,269.887817,279.116455,75.428429,236.623199,321.867188,77.575111,233.850586,347.689026,74.883545,235.118073,380.893768,66.388786,?,?,?,?,?,0.9,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9035,'2019/07/08 18:20:50:018',25,288.641541,235.395538,57.207237,270.554138,273.491516,75.195587,237.348572,316.62384,77.478546,236.289078,342.876282,74.873222,237.341751,376.16571,66.506721,?,?,?,?,?,0.9,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9036,'2019/07/08 18:20:50:124',25,287.889862,231.296692,57.037998,271.685059,268.540161,75.044792,238.251343,312.193665,77.43985,237.792282,338.879333,74.865387,237.41185,371.924591,66.562096,?,?,?,?,?,0.9,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9037,'2019/07/08 18:20:50:197',25,287.798248,228.775177,56.901192,272.36264,265.684845,74.954468,238.655228,309.429626,77.411011,238.856827,336.489075,74.865631,238.114868,369.454315,66.607544,?,?,?,?,?,0.9,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9038,'2019/07/08 18:20:50:257',25,287.26532,225.644928,56.552032,272.086304,261.687927,74.694984,239.046692,305.667145,77.291031,240.181213,333.144318,74.813362,239.619003,366.084991,66.680374,?,?,?,?,?,0.9,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9039,'2019/07/08 18:20:50:318',25,286.867615,223.17807,56.259319,272.146118,258.883545,74.443718,239.558533,303.08429,77.102493,241.167572,330.773743,74.647392,240.742966,363.617188,66.567947,?,?,?,?,?,0.9,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9040,'2019/07/08 18:20:50:390',25,286.003632,221.758148,55.945114,271.899658,256.582397,74.243965,239.961517,301.194397,77.054947,242.125824,329.099792,74.679764,242.937332,362.183289,66.715416,?,?,?,?,?,0.91,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9041,'2019/07/08 18:20:50:469',25,285.831635,221.410309,55.722443,271.580383,255.452194,74.071426,239.854538,300.418457,76.982483,242.563232,328.954498,74.635223,244.458023,361.566711,66.815384,?,?,?,?,?,0.91,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9042,'2019/07/08 18:20:50:517',25,285.950714,221.465271,55.697018,271.594818,255.600769,74.060532,239.863144,300.644714,76.968262,242.680237,329.165955,74.620277,244.551498,361.693695,66.806381,?,?,?,?,?,0.91,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9043,'2019/07/08 18:20:50:587',25,285.254395,222.661285,55.807568,270.815063,257.2388,74.180954,239.656937,302.354004,77.052811,241.726776,330.710938,74.678421,244.726013,363.27478,66.843948,?,?,?,?,?,0.91,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9044,'2019/07/08 18:20:50:668',25,283.059601,226.442078,56.425213,267.96167,262.717834,74.71077,237.57695,308.093018,77.351509,240.364426,336.268005,74.863724,243.859436,368.48999,66.834251,?,?,?,?,?,0.91,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9045,'2019/07/08 18:20:50:737',25,282.295197,228.920929,56.75671,266.513153,266.272461,74.974014,236.751144,311.930176,77.462952,239.634445,340.074707,74.870331,243.488312,371.917419,66.709213,?,?,?,?,?,0.92,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9046,'2019/07/08 18:20:50:784',25,281.560181,230.920532,56.927711,266.195129,268.75528,75.127831,236.86644,314.561981,77.553802,239.568512,342.551178,74.918282,243.906219,374.450684,66.669731,?,?,?,?,?,0.92,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9047,'2019/07/08 18:20:50:851',25,281.809753,233.13385,57.076561,265.994904,271.582947,75.249588,236.564194,317.325439,77.582253,239.937302,345.535461,74.881317,243.904648,377.231873,66.535553,?,?,?,?,?,0.92,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9048,'2019/07/08 18:20:50:917',25,282.057831,234.877502,57.117279,265.506226,273.744629,75.280792,236.010574,319.406281,77.547981,239.90686,347.66095,74.80764,243.605042,379.353027,66.381828,?,?,?,?,?,0.92,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9049,'2019/07/08 18:20:50:980',25,281.176849,236.510193,57.214645,265.090027,275.988586,75.360069,235.739227,321.559753,77.546837,239.779449,349.887573,74.742989,243.648666,381.448669,66.23307,?,?,?,?,?,0.92,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9050,'2019/07/08 18:20:51:040',25,281.122803,238.173187,57.343456,264.309753,278.032593,75.46991,235.30072,323.723633,77.599518,239.396439,352.116028,74.737419,243.382233,383.614807,66.138077,?,?,?,?,?,0.93,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9051,'2019/07/08 18:20:51:123',25,279.820862,239.642883,57.363403,262.889069,279.661224,75.563553,234.508942,325.826721,77.691742,238.662674,354.019775,74.817841,242.866379,385.580444,66.185715,?,?,?,?,?,0.95,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9052,'2019/07/08 18:20:51:184',25,279.293854,239.40509,57.344601,262.580872,279.248779,75.611862,234.346893,325.677551,77.787643,236.663422,352.984558,74.986473,242.954056,385.436554,66.34259,?,?,?,?,?,0.95,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9053,'2019/07/08 18:20:51:253',25,278.892944,237.190552,57.342033,264.208923,276.976807,75.65506,235.285568,323.286316,77.890068,238.097641,350.199646,75.15696,243.334473,383.030914,66.537743,?,?,?,?,?,0.95,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9054,'2019/07/08 18:20:51:317',25,278.383057,233.808319,57.134811,265.711578,273.368713,75.46003,236.988739,319.439819,77.755974,239.559845,346.001099,75.0923,244.914932,378.968628,66.597664,?,?,?,?,?,0.95,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9055,'2019/07/08 18:20:51:383',25,278.096039,230.590271,56.802608,266.125977,268.957336,75.212082,237.671204,315.120544,77.6745,241.510513,341.937622,75.132431,247.063644,374.940186,66.832397,?,?,?,?,?,0.95,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9056,'2019/07/08 18:20:51:437',25,278.140564,229.450348,56.733208,266.462769,267.695587,75.125778,237.622192,313.640503,77.602669,241.941742,340.755096,75.067978,246.936829,373.648315,66.785378,?,?,?,?,?,0.96,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9057,'2019/07/08 18:20:51:488',25,278.184479,228.255707,56.73188,266.575073,266.39093,75.051788,237.638718,312.374634,77.52594,242.068085,339.523621,74.980614,246.36026,372.194885,66.707901,?,?,?,?,?,0.96,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9058,'2019/07/08 18:20:51:565',25,277.847412,226.943512,56.752087,265.074341,264.719635,74.990982,235.878265,310.340149,77.467407,241.16423,337.9776,74.933342,245.365448,370.405853,66.716202,?,?,?,?,?,0.96,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9059,'2019/07/08 18:20:51:619',25,276.510376,226.337311,56.663368,262.494568,263.503235,74.899155,234.137665,309.021057,77.446976,240.588669,337.190552,74.943573,244.910721,369.483093,66.80658,?,?,?,?,?,0.96,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9060,'2019/07/08 18:20:51:688',25,274.737091,225.854004,56.554623,257.567719,262.391541,74.760651,230.956284,307.726654,77.3806,238.465668,336.423462,74.911545,243.443192,368.69519,66.851357,?,?,?,?,?,0.97,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9061,'2019/07/08 18:20:51:752',25,273.265778,224.898285,56.358208,251.723404,261.271851,74.636742,227.158051,305.901215,77.345108,236.278748,335.396118,74.929024,242.66507,367.60611,66.996475,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?
9062,'2019/07/08 18:20:51:837',25,271.97937,224.167969,56.192249,247.31543,260.507141,74.570648,222.886429,303.893555,77.321442,236.127869,334.810974,74.986191,242.346191,367.023651,67.113129,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?
