@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric
@attribute outputs-10 numeric
@attribute outputs-11 numeric
@attribute outputs-12 numeric
@attribute outputs-13 numeric
@attribute outputs-14 numeric
@attribute outputs-15 numeric
@attribute outputs-16 numeric
@attribute outputs-17 numeric
@attribute outputs-18 numeric
@attribute outputs-19 numeric
@attribute outputs-20 numeric

@data
6025,'2019/07/08 17:31:56:987',18,286.938782,361.884521,37.587521,276.315247,331.146362,50.69191,235.181717,337.486267,55.225601,193.536453,348.022217,55.005775,149.055237,376.765076,50.721687,?,?,0.04,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6026,'2019/07/08 17:31:57:054',18,285.779144,361.65274,37.366577,276.687134,330.590759,50.544319,235.300323,337.102844,55.113575,194.015915,347.640106,54.886833,149.956207,376.61908,50.577671,?,?,0.04,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6027,'2019/07/08 17:31:57:117',18,285.323242,361.182709,37.203838,277.176636,330.155029,50.434738,236.379654,336.940948,55.023235,195.388824,347.521729,54.805004,151.231506,376.483765,50.539352,?,?,0.04,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6028,'2019/07/08 17:31:57:180',18,284.764221,361.197632,37.171852,277.320374,330.03717,50.402729,236.761017,336.720551,54.99585,195.771744,347.217926,54.78183,151.533035,376.196228,50.534599,?,?,0.04,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6029,'2019/07/08 17:31:57:235',18,284.835632,361.069397,37.077919,277.373444,329.413361,50.322609,237.315948,336.082031,54.909935,196.79541,346.569977,54.70274,153.088959,375.774506,50.490864,?,?,0.05,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6030,'2019/07/08 17:31:57:284',18,283.710266,360.146362,37.038113,277.386536,329.316925,50.256142,237.621872,335.959564,54.859882,196.895126,346.255951,54.661705,153.278183,375.447449,50.441307,?,?,0.05,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6031,'2019/07/08 17:31:57:350',18,282.557739,359.848755,37.068405,276.818939,329.180298,50.204441,237.367645,335.671204,54.806084,196.730347,345.891113,54.611519,153.366394,375.046906,50.413692,?,?,0.05,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6032,'2019/07/08 17:31:57:402',18,282.014954,359.743683,37.069115,276.639099,329.113464,50.166786,237.185349,335.571045,54.779682,196.761292,345.788696,54.579262,153.391006,374.907318,50.390976,?,?,0.05,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6033,'2019/07/08 17:31:57:451',18,281.701355,359.807312,37.029644,276.515442,328.976624,50.074425,237.075974,335.42334,54.704681,196.837143,345.685699,54.518589,153.636353,374.874207,50.361958,?,?,0.05,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6034,'2019/07/08 17:31:57:501',18,281.417908,359.853821,36.998299,276.314117,328.863403,49.987885,236.932983,335.324829,54.630379,196.852921,345.643066,54.457973,153.782059,374.799438,50.336887,?,?,0.05,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6035,'2019/07/08 17:31:57:569',18,280.869934,359.644135,36.993336,276.088104,328.689117,49.884296,236.760269,335.286499,54.544968,196.917557,345.685486,54.387386,154.063507,374.822998,50.316292,?,?,0.05,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6036,'2019/07/08 17:31:57:637',18,280.3909,359.44043,37.020432,275.852631,328.777863,49.857128,236.646774,335.322357,54.51371,196.794754,345.783234,54.363068,154.04071,374.796265,50.294006,?,?,0.05,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6037,'2019/07/08 17:31:57:705',18,280.1521,359.270508,37.037083,275.856598,328.878723,49.877159,236.648392,335.413208,54.532108,196.753281,345.883575,54.381374,153.699081,374.776733,50.301983,?,?,0.06,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6038,'2019/07/08 17:31:57:750',18,279.952087,359.182312,37.045315,275.914734,328.93924,49.899048,236.733627,335.482788,54.556278,196.711212,345.950134,54.403603,153.414581,374.816895,50.308701,?,?,0.06,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6039,'2019/07/08 17:31:57:835',18,279.740784,359.086853,37.038429,275.936707,328.957458,49.923946,236.852448,335.583008,54.576916,196.657745,346.008301,54.428783,153.07048,374.816742,50.319248,?,?,0.06,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6040,'2019/07/08 17:31:57:886',18,279.627808,359.041351,37.032635,276.037262,328.990387,49.936882,236.944397,335.620972,54.590595,196.674042,346.001221,54.446022,152.917892,374.768982,50.331581,?,?,0.06,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6041,'2019/07/08 17:31:57:935',18,279.565552,358.973328,37.020527,276.067566,329.001831,49.937412,236.969818,335.563721,54.595581,196.701508,345.978455,54.451962,152.929276,374.762756,50.332947,?,?,0.06,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6042,'2019/07/08 17:31:57:985',18,279.61734,358.844269,36.966824,276.251099,328.887085,49.897343,237.139038,335.536591,54.55352,196.726196,345.924011,54.412422,153.009338,374.71875,50.283989,?,?,0.06,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6043,'2019/07/08 17:31:58:050',18,279.587952,358.584595,36.870869,276.626526,328.788574,49.829041,237.481491,335.562439,54.48098,196.926712,345.916077,54.349411,153.391403,374.750671,50.197803,?,?,0.06,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6044,'2019/07/08 17:31:58:123',18,279.925995,358.313721,36.816368,277.291138,328.704224,49.823318,238.145554,335.600586,54.472618,197.522324,345.998047,54.343758,154.170578,374.908783,50.153656,?,?,0.06,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6045,'2019/07/08 17:31:58:184',18,279.564362,358.325806,36.766754,277.92746,328.931946,49.845512,238.885147,335.904663,54.498055,198.019592,346.169189,54.379429,154.686005,375.106873,50.150013,?,?,0.07,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6046,'2019/07/08 17:31:58:247',18,279.743469,358.613312,36.760941,277.91571,328.934753,49.823147,238.690582,335.766663,54.465351,197.840622,346.01001,54.3531,154.613022,375.051361,50.142353,?,?,0.07,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6047,'2019/07/08 17:31:58:301',18,279.883423,358.882019,36.733128,277.953766,328.931335,49.776394,238.707611,335.727722,54.41774,197.876007,345.964752,54.322239,154.404785,374.929779,50.141045,?,?,0.07,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6048,'2019/07/08 17:31:58:372',18,280.75592,359.470825,36.849487,278.009857,328.85675,49.778442,238.567032,335.435913,54.404457,197.687988,345.63382,54.316574,154.571243,374.829102,50.195873,?,?,0.07,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6049,'2019/07/08 17:31:58:434',18,281.186646,359.141693,37.198166,276.258606,329.230103,49.45565,236.707321,335.124939,54.125111,196.244431,345.15979,54.153488,153.853058,374.806732,49.852676,?,?,0.07,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6050,'2019/07/08 17:31:58:488',18,283.664307,358.360596,37.39238,281.659393,329.792877,49.295498,241.567627,336.090637,53.9366,198.036118,345.849243,53.957588,158.696228,375.814209,49.210201,?,?,0.07,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6051,'2019/07/08 17:31:58:533',18,283.671112,357.792603,37.700096,280.528198,328.776215,49.549519,238.79454,334.92749,54.158501,196.192627,345.61261,54.004524,154.618149,374.536438,49.432789,?,?,0.07,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6052,'2019/07/08 17:31:58:603',18,284.553864,358.282593,37.647228,280.94754,328.49884,49.560432,238.245178,334.391113,54.208523,195.945877,345.606018,54.0131,153.271576,374.313171,49.647633,?,?,0.09,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6053,'2019/07/08 17:31:58:682',18,285.047852,358.705872,37.63028,279.709808,327.942413,49.517727,236.97464,334.187805,54.121384,194.637161,345.316132,53.935478,151.488037,373.864868,49.81115,?,?,0.1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6054,'2019/07/08 17:31:58:736',18,284.390991,358.841675,37.60556,279.215759,327.84845,49.477497,236.525528,334.342041,54.078423,194.295975,345.31073,53.889835,151.053497,373.76474,49.800785,?,?,0.1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6055,'2019/07/08 17:31:58:786',18,283.855591,359.023315,37.568581,278.44928,327.747559,49.435051,235.975677,334.400665,54.035751,194.626282,345.467957,53.828743,150.942047,373.740662,49.807377,?,?,0.1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6056,'2019/07/08 17:31:58:834',18,283.871796,358.988953,37.585701,277.83548,327.648804,49.410698,235.535904,334.273499,54.006073,194.960541,345.454651,53.782097,151.332016,373.756195,49.820995,?,?,0.11,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6057,'2019/07/08 17:31:58:918',18,283.032837,359.051941,37.558758,276.9216,327.465485,49.408077,234.922958,334.197327,53.984795,194.821884,345.374237,53.759567,151.158218,373.571899,49.829655,?,?,0.13,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6058,'2019/07/08 17:31:58:969',18,282.858459,358.937805,37.526535,276.964233,327.486969,49.404526,234.96254,334.182617,53.988052,194.931763,345.344543,53.766632,151.163483,373.568604,49.832539,?,?,0.14,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6059,'2019/07/08 17:31:59:052',18,282.58075,358.835724,37.465199,276.907867,327.479614,49.398464,235.029907,334.083801,53.987003,195.15416,345.243408,53.788475,151.528717,373.600464,49.846375,?,?,0.14,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6060,'2019/07/08 17:31:59:113',18,282.44397,358.704224,37.444016,276.729919,327.342529,49.371353,235.079376,334.081726,53.954731,195.16037,345.142395,53.781975,151.820404,373.620483,49.839863,?,?,0.14,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6061,'2019/07/08 17:31:59:167',18,281.579163,358.475159,37.320129,277.308441,327.569855,49.2953,235.941208,334.52002,53.91441,195.831879,345.270874,53.76535,152.201813,373.677887,49.795345,?,?,0.14,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6062,'2019/07/08 17:31:59:216',18,280.82135,358.523193,37.242847,277.547729,327.612335,49.269672,236.254166,334.587891,53.916458,195.859497,345.106049,53.78413,152.048248,373.553436,49.807926,?,?,0.14,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6063,'2019/07/08 17:31:59:284',18,280.322235,358.657532,37.185268,277.585266,327.547424,49.259541,235.922714,334.255493,53.928619,195.663162,344.893738,53.795307,151.836304,373.479034,49.821747,?,?,0.15,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6064,'2019/07/08 17:31:59:346',18,280.428253,359.03186,37.145775,277.562653,327.571991,49.199295,235.925308,334.106995,53.860233,195.782425,344.861084,53.739021,152.060272,373.405304,49.810757,?,?,0.15,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6065,'2019/07/08 17:31:59:413',18,279.773468,358.749695,37.07901,277.282684,327.567535,49.183281,235.8517,334.051147,53.842648,195.93541,344.950134,53.718853,152.34874,373.394562,49.769375,?,?,0.15,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6066,'2019/07/08 17:31:59:465',18,279.066254,358.593231,37.075344,276.75293,327.391296,49.191208,235.378067,333.85553,53.846783,195.559525,344.813416,53.719952,152.05014,373.225647,49.770313,?,?,0.15,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6067,'2019/07/08 17:31:59:518',18,278.66684,358.375092,37.028484,276.830322,327.349213,49.178188,235.523788,333.907471,53.848213,195.776077,344.881561,53.723431,152.147079,373.277924,49.76128,?,?,0.15,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6068,'2019/07/08 17:31:59:573',18,278.438324,358.474609,37.022202,276.73233,327.25592,49.149509,235.443695,333.807007,53.831009,195.725128,344.774261,53.716923,152.052765,373.238434,49.788395,?,?,0.15,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6069,'2019/07/08 17:31:59:635',18,278.047394,358.357849,37.027187,276.496948,327.067871,49.168949,235.063385,333.387024,53.85379,195.452545,344.638977,53.738911,151.995087,373.124756,49.805336,?,?,0.17,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6070,'2019/07/08 17:31:59:684',18,277.523041,358.166321,37.015686,276.629913,327.018066,49.151501,235.352905,333.396729,53.839844,195.732239,344.666138,53.728741,152.172272,373.070862,49.797867,?,?,0.17,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6071,'2019/07/08 17:31:59:749',18,278.53363,358.46283,37.118839,277.178741,326.695068,49.070644,236.068054,333.139648,53.761272,196.53067,344.337219,53.694103,153.872345,373.106079,49.868656,?,?,0.17,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6072,'2019/07/08 17:31:59:810',18,278.958496,358.416626,37.209167,276.810669,326.409943,49.008434,235.897003,332.883789,53.685513,196.843643,344.086914,53.627567,155.557632,372.990967,49.837639,?,?,0.17,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6073,'2019/07/08 17:31:59:873',18,278.916077,358.291809,37.277634,276.626495,326.604095,49.009533,235.776672,333.071503,53.665611,197.415405,344.223694,53.5807,157.806854,373.169556,49.708202,?,?,0.17,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6074,'2019/07/08 17:31:59:937',18,278.054504,358.202209,37.227898,276.502136,326.933868,48.991398,235.919739,333.500916,53.641361,198.190277,344.700256,53.521221,158.898834,373.497559,49.587955,?,?,0.17,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6075,'2019/07/08 17:31:59:986',18,277.312744,358.314087,37.196388,276.272736,327.141357,48.979233,235.764297,333.663147,53.625549,198.398636,344.912415,53.484318,159.575104,373.725098,49.511478,?,?,0.17,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6076,'2019/07/08 17:32:00:060',18,276.844391,358.362427,37.164768,276.171326,327.331726,48.971352,235.656326,333.789337,53.609413,198.49736,345.051453,53.455048,160.03656,373.803986,49.454174,?,?,0.17,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6077,'2019/07/08 17:32:00:119',18,276.402588,358.446289,37.157581,275.52948,327.240845,48.986401,235.183884,333.74231,53.607704,198.326569,345.010132,53.440685,160.307831,373.733002,49.431709,?,?,0.17,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6078,'2019/07/08 17:32:00:183',18,275.864197,358.421021,37.156826,275.270813,327.216492,48.988422,234.786835,333.615967,53.605484,198.134308,344.949158,53.434235,160.491226,373.667999,49.41169,?,?,0.19,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6079,'2019/07/08 17:32:00:232',18,274.823181,358.429779,37.071735,275.420074,327.429504,48.97905,234.971573,333.825104,53.608227,198.292511,345.066101,53.428055,161.131241,373.840118,49.347271,?,?,0.19,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6080,'2019/07/08 17:32:00:286',18,275.732727,361.766541,37.144943,276.254761,328.940369,48.961617,236.124084,335.038452,53.562874,199.595947,346.03894,53.406773,162.629227,375.077454,49.355015,?,?,0.19,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6081,'2019/07/08 17:32:00:336',18,276.992188,362.852417,37.331707,276.309692,329.243164,48.998363,236.339523,334.907074,53.584053,199.880463,345.760498,53.452869,166.866257,376.163544,49.181221,?,?,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6082,'2019/07/08 17:32:00:403',18,277.347626,361.37915,37.372646,276.470306,328.429565,49.09087,236.70314,334.385406,53.648911,201.142166,345.669037,53.435406,171.904129,376.578644,48.80682,?,?,0.21,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6083,'2019/07/08 17:32:00:468',18,276.719513,359.80011,37.390366,276.361877,327.665222,49.145718,237.096344,334.060486,53.691746,202.318115,345.391846,53.444592,174.160309,376.242554,48.669724,?,?,0.21,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6084,'2019/07/08 17:32:00:541',18,275.409637,359.21875,37.437294,275.687775,327.38446,49.123154,236.89679,333.94162,53.67062,202.731842,345.355103,53.41016,176.084427,376.304199,48.543751,?,?,0.21,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6085,'2019/07/08 17:32:00:602',18,274.69104,358.840759,37.431225,275.339539,327.181671,49.097855,236.895737,333.867676,53.645538,203.272766,345.46286,53.369484,176.949341,376.10257,48.497463,?,?,0.22,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6086,'2019/07/08 17:32:00:653',18,274.827911,358.847595,37.427425,275.234192,326.95932,49.050613,236.821381,333.567841,53.607403,203.403824,345.246216,53.343487,177.411179,375.892395,48.513733,?,?,0.22,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6087,'2019/07/08 17:32:00:697',18,274.277954,358.35141,37.341152,274.970306,326.638,48.986694,236.769028,333.338226,53.55666,203.624268,345.157288,53.288063,178.106735,375.643311,48.416183,?,?,0.22,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6088,'2019/07/08 17:32:00:751',18,274.061981,358.273132,37.320839,274.866699,326.531891,48.960411,236.742828,333.27417,53.534756,203.735046,345.124817,53.264519,178.498871,375.592957,48.37812,?,?,0.22,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6089,'2019/07/08 17:32:00:801',18,273.41983,358.029175,37.279423,274.680206,326.252258,48.90044,236.85556,333.152588,53.474594,204.226181,345.137848,53.196171,179.38829,375.328033,48.317135,?,?,0.23,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6090,'2019/07/08 17:32:00:853',18,272.720276,358.020874,37.249481,274.540466,326.057587,48.836697,236.927734,333.04425,53.42263,204.680878,345.188477,53.143394,180.419739,375.243591,48.261627,?,?,0.25,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6091,'2019/07/08 17:32:00:916',18,271.614777,357.95282,37.162918,274.540649,325.81427,48.77153,237.52803,333.148651,53.36721,205.959061,345.613586,53.068794,182.029724,375.025391,48.196976,?,?,0.25,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6092,'2019/07/08 17:32:00:967',18,270.838318,357.919861,37.062531,274.898499,325.596802,48.734482,238.096619,333.118896,53.374561,206.927841,345.768311,53.078442,183.283646,374.661438,48.214371,?,?,0.25,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6093,'2019/07/08 17:32:01:052',18,270.63089,357.876526,36.987717,275.011414,325.585815,48.75074,238.204391,333.03363,53.409954,207.07103,345.64389,53.124924,184.576233,374.654327,48.165405,?,?,0.27,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6094,'2019/07/08 17:32:01:102',18,270.477051,357.823792,36.950802,275.253632,325.535919,48.769058,237.997742,332.654907,53.477684,207.839569,345.678467,53.147957,185.790924,374.65155,48.150799,?,?,0.27,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6095,'2019/07/08 17:32:01:166',18,270.327148,357.877502,36.942337,275.050354,325.358185,48.827217,237.188461,331.780151,53.567699,208.038513,345.358307,53.198559,187.304611,374.552246,48.125298,?,?,0.27,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6096,'2019/07/08 17:32:01:218',18,270.335297,357.90094,36.928139,274.785889,325.206573,48.856129,237.12764,331.536194,53.574085,208.165024,345.237915,53.20454,188.015839,374.4263,48.111801,?,?,0.27,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6097,'2019/07/08 17:32:01:270',18,270.586182,358.013855,36.908382,274.82489,325.146301,48.852749,237.4366,331.488525,53.551277,208.544098,345.217957,53.186382,189.82663,374.47467,48.000851,?,?,0.29,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6098,'2019/07/08 17:32:01:317',18,270.850708,358.154541,36.90564,275.025574,325.186462,48.845814,237.787079,331.526978,53.534077,208.957886,345.21167,53.174816,192.967636,374.918274,47.728531,?,?,0.29,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6099,'2019/07/08 17:32:01:372',18,270.994141,358.162109,36.899284,275.234253,325.229675,48.838337,238.198563,331.713257,53.524162,209.541733,345.347351,53.161949,195.198303,375.289001,47.521,?,?,0.29,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6100,'2019/07/08 17:32:01:433',18,271.524048,358.096619,36.904633,275.79303,325.19574,48.832909,238.954254,331.666931,53.519024,210.534042,345.32135,53.153278,197.497101,375.487732,47.355854,?,?,0.29,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6101,'2019/07/08 17:32:01:482',18,271.764648,357.992676,36.89669,276.110535,325.104431,48.825844,239.414124,331.60141,53.517357,211.116104,345.217987,53.151337,198.807098,375.591461,47.254646,?,?,0.29,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6102,'2019/07/08 17:32:01:551',18,272.934875,357.959595,36.973167,276.444794,324.536743,48.791168,239.844452,330.888428,53.463322,211.887848,344.657623,53.107212,201.432434,375.64978,47.107296,?,?,0.31,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6103,'2019/07/08 17:32:01:604',18,273.404236,357.913635,36.990223,277.04715,324.437988,48.783321,240.567886,330.872192,53.441212,212.887558,344.575317,53.070827,202.896439,375.724121,46.960903,?,?,0.32,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6104,'2019/07/08 17:32:01:656',18,274.892426,358.127441,37.141319,277.838623,323.961914,48.761932,241.457687,330.351868,53.399803,214.1651,343.940674,53.059135,205.249756,375.651245,46.960377,?,?,0.32,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6105,'2019/07/08 17:32:01:714',18,276.219025,357.745789,37.24482,278.913513,323.592896,48.619976,243.487015,330.031982,53.255329,216.457535,343.332886,52.98851,209.05191,375.487976,46.740841,?,?,0.32,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6106,'2019/07/08 17:32:01:771',18,276.818939,357.55246,37.353512,278.828766,323.782593,48.622066,243.731232,329.786865,53.271069,216.983078,343.045898,53.018337,210.75946,375.548126,46.697079,?,?,0.32,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6107,'2019/07/08 17:32:01:818',18,276.442261,357.318481,37.315506,279.159607,324.216431,48.623394,244.945023,330.841675,53.212624,217.835449,343.312012,52.96344,210.342377,375.229248,46.631516,?,?,0.33,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6108,'2019/07/08 17:32:01:867',18,276.460602,357.141083,37.26582,279.196442,324.61853,48.596596,245.708389,331.461243,53.135612,218.379013,343.501556,52.884499,210.391769,375.071167,46.53204,?,?,0.33,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6109,'2019/07/08 17:32:01:932',18,276.551025,356.922729,37.227219,279.126312,324.909363,48.561588,246.493317,331.824982,53.066315,219.205673,343.770416,52.809284,210.979691,374.941986,46.443703,?,?,0.33,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6110,'2019/07/08 17:32:02:000',18,276.67984,356.62616,37.183994,279.282135,325.057129,48.522732,247.321884,332.143494,52.998756,220.290421,343.993256,52.728039,212.743027,374.970703,46.213657,?,?,0.33,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6111,'2019/07/08 17:32:02:053',18,276.505096,356.439697,37.160938,279.333649,325.087891,48.501472,247.689957,332.307861,52.968346,220.817444,344.124634,52.688171,213.702286,374.958282,46.069645,?,?,0.34,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6112,'2019/07/08 17:32:02:099',18,276.333435,356.318695,37.136402,279.365936,325.121948,48.479237,248.02269,332.379822,52.941662,221.245956,344.216553,52.659958,214.446396,374.942902,45.951458,?,?,0.34,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6113,'2019/07/08 17:32:02:165',18,276.097656,356.130035,37.090988,279.348969,325.114746,48.420921,248.406067,332.458618,52.880058,221.678604,344.315063,52.60553,215.04921,374.807068,45.854691,?,?,0.36,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6114,'2019/07/08 17:32:02:234',18,275.779236,356.003967,37.074833,279.466309,325.130432,48.356094,248.85318,332.470581,52.818031,222.201141,344.426147,52.551964,215.933472,374.72467,45.752735,?,?,0.36,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6115,'2019/07/08 17:32:02:284',18,275.598938,355.932312,37.062222,279.555664,325.111969,48.318848,249.072601,332.445007,52.785282,222.478134,344.500824,52.520374,216.290176,374.653259,45.71785,?,?,0.37,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6116,'2019/07/08 17:32:02:349',18,275.352844,355.655273,37.008224,280.214874,324.694214,48.201584,250.124954,332.263336,52.689342,223.876694,344.338074,52.434937,218.008255,374.306274,45.590248,?,?,0.38,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6117,'2019/07/08 17:32:02:399',18,275.722961,355.373047,36.987247,281.152008,324.318512,48.125057,251.375504,332.155945,52.636757,225.539719,344.128235,52.391026,220.416153,374.029968,45.438747,?,?,0.38,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6118,'2019/07/08 17:32:02:455',18,275.939697,355.150146,36.96104,281.699463,324.061462,48.076389,252.07222,332.018188,52.601902,226.568237,344.050659,52.353664,222.000595,373.811279,45.280365,?,?,0.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6119,'2019/07/08 17:32:02:533',18,276.146667,355.039551,36.956341,282.174835,323.861389,48.024082,252.697067,331.974487,52.559315,227.564407,343.979645,52.31459,223.710785,373.535767,45.148888,?,?,0.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6120,'2019/07/08 17:32:02:584',18,276.146973,355.03653,36.961159,282.451508,323.839569,47.996136,253.071594,332.028778,52.539223,228.225815,344.102631,52.285366,224.969498,373.325867,45.026108,?,?,0.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
6121,'2019/07/08 17:32:02:651',18,277.103455,354.96875,37.054871,282.674805,323.396484,47.988846,253.618042,331.665741,52.545589,229.397949,344.057129,52.298817,227.991608,373.153687,44.878036,?,?,0.42,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
